Product Name,Review,Rating,Sentiment
Samsung Galaxy S24 Ultra,"Best mobile for photography
Charging wise also good
No issues at all.
Giving my review after using it almost 50 days.",5,Positive
Samsung Galaxy S24 Ultra,"Android King 🤴
All-rounder phone 📱
All in one 💯🎊",5,Neutral
Samsung Galaxy S24 Ultra,Excellent,5,Positive
Samsung Galaxy S24 Ultra,"Awesome Display and Camera.
Battery performance is also good.",5,Positive
Samsung Galaxy S24 Ultra,"What a fantastic mobile it is. Camera is the best, performance is the best, look and feel is very rich. Display is Ultra HD. The best of best.",5,Positive
Samsung Galaxy S24 Ultra,Superb product great in every aspect. Go for it,5,Positive
Samsung Galaxy S24 Ultra,"Nice performance of camera and other features..
Samsung always great..,",5,Positive
Samsung Galaxy S24 Ultra,Just love the performance and looks 😍,5,Positive
Samsung Galaxy S24 Ultra,"Awesome product. Best display, best camera, best performance in comparison with any mobile in market. Just loved this phone. It's really Awesome.",5,Positive
Samsung Galaxy S24 Ultra,Good product,5,Positive
Samsung Galaxy S24 Ultra,World's best phone👌,5,Positive
Samsung Galaxy S24 Ultra,King of the android smartphone 🤴,5,Neutral
Samsung Galaxy S24 Ultra,"#Excellent digital zoom
#Display is mind blowing
#camra is outstanding
#Just likes wow",5,Positive
Samsung Galaxy S24 Ultra,Great camera,5,Positive
Samsung Galaxy S24 Ultra,"Overall the phone is very good, upgraded from 21 ultra, seamless upgradation through smart switch. Camera is awesome, 100x is also decent. Integration of AI is definitely something to look forward to.",5,Positive
Samsung Galaxy S24 Ultra,"Best samsung flagship purchase, Nice Smartphone awesome camera Great features and amazing s-pen really loved it.",5,Positive
Samsung Galaxy S24 Ultra,No one can challenge the camera of this smartphone. This will be beating up every smartphone upto 4-5 years.,5,Neutral
Samsung Galaxy S24 Ultra,Great design. Easy to use. Very nice performance so far.,5,Positive
Samsung Galaxy S24 Ultra,"Excellent Galaxy S phone as always. Samsung, you rock 🤟.",5,Positive
Samsung Galaxy S24 Ultra,Top notch display. The flat design with titanium frame feels premium. Camera could've been improved as it is same as that of 23 ultra. But may be it will get better with future updates.,4,Positive
Samsung Galaxy S24 Ultra,"Unbelievable zooming clarity, just one day over, Good battery.
But in box, charger and headset required for this price",5,Positive
Samsung Galaxy S24 Ultra,"Very nice mo and camera 📷 Very good 👍 no
challenge 👌 mo s24 ultra I love ❤️ mo",5,Positive
Samsung Galaxy S24 Ultra,"Thanks, Samsung, for making such awesome phone! 24 Ultra beats IPhone 15 pro max in all aspects",5,Positive
Samsung Galaxy S24 Ultra,"Best camera,display, sound, user interface and features.battery backup is too good.",5,Positive
Samsung Galaxy S24 Ultra,Awesome phone,5,Positive
Samsung Galaxy S24 Ultra,The Phone is really awesome in terms of performance as well as looks wise.,5,Positive
Samsung Galaxy S24 Ultra,"Display is awesome 👌
One UI doing great work
Camera is out standing",5,Positive
Samsung Galaxy S24 Ultra,Mind blowing device just wow....,5,Positive
Samsung Galaxy S24 Ultra,"S24 Ultra is a great flagship phone. Bought mine during the launch with offers and I'm so glad I chose this over pixel 8 pro. Cameras are good (may not be as good as Pixel), design is so unique. Love the flat screen, it's so practical. Display is top notch! My previous 2 phones were OnePlus and seriously considered OP12 as well, but the AI features stood out. Phone software is well optimised and battery lasts me full day fully. I use 25w charger and it charges from 35-100% in around 50mins. ...
READ MORE",5,Positive
Samsung Galaxy S24 Ultra,"Fab software and capable hardware to match it, ergonomically it may not be very comfortable to hold.

+ Good weight balance, feels sturdy and well built.
+ Super impressive haptics and strength can be varied at various levels
+ Very less screen reflections, using dark theme is a breeze with this phone",5,Positive
Samsung Galaxy S24 Ultra,Excellent Phone,5,Positive
Samsung Galaxy S24 Ultra,"Performance: 5 🌟
Display: 5 🌟
Cemara: 4 🌟
Battery: 4 🌟
Overall: 4 🌟",5,Neutral
Samsung Galaxy S24 Ultra,"Samsung S24 Ultra after 5 months of usage:

*Display:* The Dynamic AMOLED display still impresses me with its vibrant colors and crisp resolution. No complaints here!

*Performance:* The phone's performance remains seamless, handling demanding tasks and multitasking with ease. The Snapdragon 8 Gen 3 chipset is a beast!

*Battery Life:* The 5000mAh battery still lasts me a full day, even with heavy usage. Fast charging is a lifesaver!

*Camera:* The camera system continues to impress, capturin...
READ MORE",5,Positive
Samsung Galaxy S24 Ultra,Great product at great price!,5,Positive
Samsung Galaxy S24 Ultra,"Its grrrreat. There's nothing missing in this device. Screen is superb, camera is great , performance is flagshippy.

Battery runs at least a day for me. One always wishes for more in this department. Fast charging is limited to 45W.

It looks amazing, feels amazing phone. Worth the hype.",5,Positive
Samsung Galaxy S24 Ultra,"Osm 👌
Good experience",5,Positive
Samsung Galaxy S24 Ultra,"Superb Phone, with best processor,you can any Android game in any mode. Camera clicks world's best photos. Mind blowing 😎 , Flawless Phone",5,Positive
Samsung Galaxy S24 Ultra,"Clearly the best flagship phone of the year. I am reviewing it after 3 days of use.
Pros:
1. Fast and Smooth performance
2. Awesome Camera and it's features are best
3. Galaxy AI is Good initiative yet to improve
4. Best Display
5. Battery is awesome

Cons:
1. Live translation will work only for Hindi Language moreover Google translate is more accurate than Samsung translate",5,Positive
Samsung Galaxy S24 Ultra,S24 ultra nice but at time of exchange delivery not give price as seen in exchange value although exchange products as per mark,4,Positive
Samsung Galaxy S24 Ultra,"My Dream Smartphone.
Awesome Experience with this device. Thanks too SAMSUNG.",5,Positive
Samsung Galaxy S24 Ultra,These are some of clicks and it takes awesome pictures and the AI is working beyond the level.,5,Positive
Samsung Galaxy S24 Ultra,Photo all good but price too high,5,Positive
Samsung Galaxy S24 Ultra,Phone is fantastic no doubt aboutit . Love it's Display. Surrounding sound quality is at the top notch. Performance and speed is of next level. Camera would have been better compared to it's price.,4,Positive
Samsung Galaxy S24 Ultra,"I want to share following point regarding this phone.
1) Camera - As this is Camera centric phone as Samsung advertising but camera doesn't meet to the expectation if we are considering price point of view. There are modes given for the camera which are old one only and camera clarity for the rear camera is ordinary and not showing any proper upgradation with compare to galaxy S 23 ultra. Front camera to too bad I can say. When you try to capture the photo with front camera comes very pixel...
READ MORE",4,Negative
Samsung Galaxy S24 Ultra,"No words to explain this mobile, Galaxy 24 is the best in the universe.",5,Positive
Samsung Galaxy S24 Ultra,Best phone in the world 🌎,5,Positive
Samsung Galaxy S24 Ultra,"Just fabulous. The king of Android phones for 2024 already. Incomparable to any other Android smartphone. An ace in all departments, whether it is stability, gaming, performance, camera, or overall usage and security. Not to forget the AI features, they are really handy and useful. If budget is not an issue then just go for it don't look anywhere else.",5,Positive
Samsung Galaxy S24 Ultra,Very awesome camera....best performance...best display..best battery,5,Positive
Samsung Galaxy S24 Ultra,One of the best mobile i have ever used. Moved to this from iPhone. Beast of a mobile.,5,Positive
Samsung Galaxy S24 Ultra,Best samsung ever!,5,Positive
Samsung Galaxy S24 Ultra,Best phone in the world,5,Positive
Samsung Galaxy S24 Ultra,Superb,5,Positive
Samsung Galaxy S24 Ultra,"Apart from Flikart's pathetic service, everything else is good about this purchase",4,Negative
Samsung Galaxy S24 Ultra,Camera is outstanding,5,Positive
Samsung Galaxy S24 Ultra,"Best Display, best looks, best screen. Performance wise, it's a beast. 5☆s overall.",5,Positive
Samsung Galaxy S24 Ultra,"1.performance is next level you can play any game with out lag.
2.battery is not as expected
3.display is awesome 👌
4.Camera is top notch in this mobile
5.Amazing AI features
overall it's an amazing phone only issue with battery backup",5,Positive
Samsung Galaxy S24 Ultra,"We have various options in the market. Thought to go with IPhone 15 pro max,but in the end Samsung has nailed it in every department.Camera and video quality is top notch.After intensive phone usage I am getting good amount of battery backup. AI features took the phone to the next level. Took the moon photo in manual mode and the output came very well. Camera is working great in low light conditions. Definitely outshined IPhone 15 pro max in various segments.Just go for it.Done a lots of rese...
READ MORE",5,Positive
Samsung Galaxy S24 Ultra,"Damn...prettiest...

Upgrade from oneplus 7 pro, thought for 12 but nothing new so bought this",5,Positive
Samsung Galaxy S24 Ultra,"I will be honest .the phone feel super premium and the one ui is icing on the cake
But camera is not that great as hype overall but it still taking some good shots in extremely well lighting condition..In night or low performance is average",4,Positive
Samsung Galaxy S24 Ultra,"Thanks for selling original and authentic products. It's my first experience buying such an expensive phone from Flipkart, and it's been amazing.",5,Positive
Samsung Galaxy S24 Ultra,The New King of 2024.🔥❤️,5,Positive
Samsung Galaxy S24 Ultra,Awesome phone..just go for it.,5,Positive
Samsung Galaxy S24 Ultra,Nice product with super fast experience,5,Positive
Samsung Galaxy S24 Ultra,I'm in love with this phone. Though the camera quality isn't as good as my iPhone 12.,5,Positive
Samsung Galaxy S24 Ultra,"Perfect phone at Perfect price,",5,Positive
Samsung Galaxy S24 Ultra,"Camera 5 star ⭐
Display 5 star ⭐
Battery 5 star ⭐
Superb performance.",5,Positive
Samsung Galaxy S24 Ultra,"Awesome mobile. Everything you could ask for, it is there in this piece of technology. Samsung's One UI has many customization options. Cameras are amazing. You get DSLR like portraits from the camera if there is sufficient light. Night photography can still be improved. Otherwise everything is perfect. The battery also lasts more than 1 day on normal usage. Screen is very bright even under direct sunlight. I am a bit disappointed as even after paying such a hefty amount for mobile, the AI f...
READ MORE",5,Positive
Samsung Galaxy S24 Ultra,The Phone is amazing. Only 1 issue. I pre-ordered the Phone and a samsung wireless charger was supposed to be a benefit of pre ordering. I did not receive the charger. Deducting 2 stars for that.,3,Positive
Samsung Galaxy S24 Ultra,Just woww ! Samsung did a great job:),4,Positive
Samsung Galaxy S24 Ultra,Beast and better than iphone,5,Positive
Samsung Galaxy S24 Ultra,Super phone 🤳🤳🤳,5,Positive
Samsung Galaxy S24 Ultra,"Simply excellent
Camera is too good
Performance is next level
Battery is good
Design is nice",5,Positive
Samsung Galaxy S24 Ultra,S24 is the best phone at this time.,5,Positive
Samsung Galaxy S24 Ultra,"Excellent phone with awesome AI features and best camera. The display is top notch with snapdragon gen 3 processor, making it a power house performer.",5,Positive
Samsung Galaxy S24 Ultra,"This phone is amazing! 😍 I love the design, the battery life, and the camera. The AI features are really superb. Samsung always makes the best high-end phones.",5,Positive
Samsung Galaxy S24 Ultra,Beast,5,Neutral
Samsung Galaxy S24 Ultra,Great performance,5,Positive
Samsung Galaxy S24 Ultra,"Absolute Beast!
Pros:
1. Pretty good camera, few updates and it will be flawless.
2. AI stuff is cool, fun to play around.
3. S-pen always comes in handy, specially to e-sign documents.
4. Display is just really amazing! What an experience to consume HDR 120/60 FPS 4K videos.
5. The anti-reflective display is really helpful, specially when it comes to outdoor usage. It really creates a huge difference.
6. The weight balance is done correctly, it's hardly 1.5 gram lighter than S23 Ultra but f...
READ MORE",5,Positive
Samsung Galaxy S24 Ultra,"King of android is here.
No one can beat samsung s24 ultra with this price and specifications.",5,Neutral
Samsung Galaxy S24 Ultra,For taking photos the best phone and the premium quality of the mobile is too tooo tooo goood.....if u have money go with samsung S24 ultra instead of iPhone,5,Positive
Samsung Galaxy S24 Ultra,"Good product, bit expensive, but who can afford may go fit",4,Positive
Samsung Galaxy S24 Ultra,"I bought this phone a week back from the date of this review.
I own an Iphone 15 pro and a Op11 so the s24 ultra is an upgrade to Oneplus 11.
Coming back to the s24 ultra.

Its an amazing phone. Great Display, Best Cameras, Spen..etc
Its a perfect Smartphone for all.

Bad is Battery life, health and the charging is something i don't understand still. The 80% thing why?
Why Copy Stuff?
Like i know Apple came up with it but that thing works with proper optimisation S24 ultra doesn't, as soon y...
READ MORE",5,Positive
Samsung Galaxy S24 Ultra,"Wonderful product 👌.. Camera is Wonderful..
AI is worilking wonderfully... Battery life is aslo very good 👍..",5,Positive
Samsung Galaxy S24 Ultra,New android king,4,Positive
Samsung Galaxy S24 Ultra,"Phone edge too sharp... when hold long poking...
Otherwise overall gud...",4,Negative
Samsung Galaxy S24 Ultra,Simply G.O.A.T the mobile is literally performing at its best in every aspect literally killer of iphone,5,Positive
Samsung Galaxy S24 Ultra,Greatest Of All Time. Totally WORTHY 💪😉,5,Positive
Samsung Galaxy S24 Ultra,"Product are awesome 💯,",5,Positive
Samsung Galaxy S24 Ultra,Osm Samsung galaxy s24 ultra mobile,5,Neutral
Samsung Galaxy S24 Ultra,"Awesome phone, can compete with iPhone 15pro max...


.
.


.

.


.",5,Positive
Samsung Galaxy S24 Ultra,If you are planning to buy for office and CLG stuff then this is the best option you got if you are willing to spend that much and stop comparing with iphone both phones are best in their own perspective iphone is more over person gadget which won't give us the freedom to explore various things and perform different things which we can do by samsung s24ultra,5,Positive
Samsung Galaxy S24 Ultra,Good phone at high price,5,Positive
Samsung Galaxy S24 Ultra,No Word... Excellent....,5,Positive
Samsung Galaxy S24 Ultra,Killer flagship phone superb camera,5,Positive
Samsung Galaxy S24 Ultra,AI system is best,5,Positive
Samsung Galaxy S24 Ultra,"It's my first flag phone....

I am very much happy to own this.
Charging speed could have been faster.
Nonetheless, getting around 8-9 hours of screen time, which is great with the performance that it delivers.",5,Positive
Samsung Galaxy S24 Ultra,ITS A Beast. Performance too Good Can't wait to test its camera as its very foggy here.,5,Positive
Samsung Galaxy S24 Ultra,I think this is the One of best phone 📱 and the camera of the phone is so better,5,Positive
Samsung Galaxy S24 Ultra,"Superb phone,Everything is best,super quality",5,Positive
Samsung Galaxy S24 Ultra,In one word the king of Smartphones in 2024,5,Neutral
Samsung Galaxy S24 Ultra,"Excellent phone with awesome AI features and best camera. The display is top notch with snapdragon gen 3 processor, making it a power house performer.",5,Positive
Samsung Galaxy S24 Ultra,"Best mobile I have ever used. So elegant, stylish and performance overall ⚡",5,Positive
Samsung Galaxy S24 Ultra,Killer flagship phone superb camera,5,Positive
Samsung Galaxy S24 Ultra,"Yo, this phone is the best! 🔥 The performance is outstanding, and the weight distribution is really nice. The display and camera are better than anything else out there, and the AI features are crazy good. Highly recommended and go it.",5,Positive
Samsung Galaxy S24 Ultra,AI system is best,5,Positive
Samsung Galaxy S24 Ultra,"It's my first flag phone....

I am very much happy to own this.
Charging speed could have been faster.
Nonetheless, getting around 8-9 hours of screen time, which is great with the performance that it delivers.",5,Positive
Samsung Galaxy S24 Ultra,"Awesome 👌.. Fantabulous !!
The performance, camera, touch, speed, gesture everything is excellent.. Made right decision over iPhone..",5,Positive
Samsung Galaxy S24 Ultra,ITS A Beast. Performance too Good Can't wait to test its camera as its very foggy here.,5,Positive
Samsung Galaxy S24 Ultra,Excellent performance phone,5,Positive
Samsung Galaxy S24 Ultra,"Very good looking premium phone, it feels right away when you hold it. The matte finish in the back looks superb.
In terms of camera quality I think it will give similar results like a S23 Ultra nothing substantial difference but front camera is better optimised.
Rest AI features I have not explored much but that would be interesting and probably a big USP of this phone.
Overall happy with the purchase and will definitely recommend if you like the Galaxy Ecosystem as I had to change my primar...
READ MORE",5,Positive
Samsung Galaxy S24 Ultra,30% of android applications are not working due to new android version,4,Positive
Samsung Galaxy S24 Ultra,Ok,5,Positive
Samsung Galaxy S24 Ultra,The King of Android mobiles.,5,Neutral
Samsung Galaxy S24 Ultra,"After using Samsung J7 Max in 2018, switched to other Chinese smartphones for better android experience.This time Samsung has successfully delivered the most intelligent device which will give you ultimate experience of android as well as IOS. Everything is running properly with the most advanced artifical intelligence technology.",4,Positive
Samsung Galaxy S24 Ultra,Overall s24 ultra is great. But I am struggling with 👍 thumb 🔑 lock. Many time it won't work... hope future updates will improve it.,3,Positive
Samsung Galaxy S24 Ultra,Loved this phone 🤩🥰,5,Positive
Samsung Galaxy S24 Ultra,Superb buy,5,Positive
Samsung Galaxy S24 Ultra,Complete pack of new era🔥🔥,5,Positive
Samsung Galaxy S24 Ultra,Just awesome!,4,Positive
Samsung Galaxy S24 Ultra,"NOT Good As The Havoc Created About This Device .
The Camera Is Same As S23 Ultra .
The AI Feature Is Not So Useful As Think .
Try Some Other Device In Compare To This One .",3,Negative
Samsung Galaxy S24 Ultra,"The phone you always wanted to use. This is such an amazing smartphone that has all the features put into a single device. It's totally worth it to purchase.

Go for the beast !",5,Positive
Samsung Galaxy S24 Ultra,excellent,5,Positive
Samsung Galaxy S24 Ultra,"Not at all happy with camera and display performance, it's just hype. Far away from A15",3,Positive
Samsung Galaxy S24 Ultra,Awesome product from samsung and best offer from Flipkart. Thanks.,5,Positive
Samsung Galaxy S24 Ultra,Best phone money can buy.,5,Positive
Samsung Galaxy S24 Ultra,"Good product, bit expensive, but who can afford may go fit",4,Positive
Samsung Galaxy S24 Ultra,"If your looking to switch from iPhone 14 pro or 15 pro than this is not phone for you.

I regret switching but not bad.
Camera is less crispy and detailed
battery backup is less
phone gets heated soon when comparing to my previous 14pro max
less handy
slow charging",3,Positive
Samsung Galaxy S24 Ultra,This is the best phone i have ever used. Beast,5,Positive
Samsung Galaxy S24 Ultra,Nice ☺️ Awesome 👌,5,Positive
Samsung Galaxy S24 Ultra,Camera not as expected... it has lot of scope to improve,1,Negative
Samsung Galaxy S24 Ultra,mic is not working....,1,Neutral
Samsung Galaxy S24 Ultra,Unnecessary expensive. Nothing special in terms of software and hardware. Everything are similar to cheap sumsung phones. I think waste of money. Battery drain very quickly and takes 2.50 hours to full charge. And also facing heating issue,1,Positive
Samsung Galaxy S24 Ultra,Just hype nothing much with high price,1,Positive
Samsung Galaxy S24 Ultra,Best phone at present time.,5,Positive
Samsung Galaxy S24 Ultra,Excellent phone,5,Positive
Samsung Galaxy S24 Ultra,Excellent and mind blowing performance and camera quality,5,Positive
Samsung Galaxy S24 Ultra,Good,5,Positive
Samsung Galaxy S24 Ultra,Good experience,5,Positive
Samsung Galaxy S24 Ultra,Amazing Phone,5,Positive
Samsung Galaxy S24 Ultra,best one,5,Positive
Samsung Galaxy S24 Ultra,Ultimate...... perfect product,5,Positive
Samsung Galaxy S24 Ultra,Love to use,5,Positive
Samsung Galaxy S24 Ultra,Super phone....,5,Positive
Samsung Galaxy S24 Ultra,"Too much of a downgrade from my s23+. I got extremely detailed images without any post processing but the software in s24 ultra completely ruins 90% of the clicks after auto processing. There is no option to turn it off. Shooting in 4k 60fps is horrible, it can't auto focus if there are two objects, works perfectly fine in 8k and 4k120fps. Bought the upgrade only for the cameras but failed miserably. And in march update samsung gave rolled out the galaxy AI in s23 series as well.. So what's t...
READ MORE",1,Negative
Samsung Galaxy S24 Ultra,Awesome picture quality 👏,5,Positive
Samsung Galaxy S24 Ultra,"Product are awesome 💯,",5,Positive
Samsung Galaxy S24 Ultra,"I bought this phone a week back from the date of this review.
I own an Iphone 15 pro and a Op11 so the s24 ultra is an upgrade to Oneplus 11.
Coming back to the s24 ultra.

Its an amazing phone. Great Display, Best Cameras, Spen..etc
Its a perfect Smartphone for all.

Bad is Battery life, health and the charging is something i don't understand still. The 80% thing why?
Why Copy Stuff?
Like i know Apple came up with it but that thing works with proper optimisation S24 ultra doesn't, as soon y...
READ MORE",5,Positive
Samsung Galaxy S24 Ultra,Nice mobile phone,5,Positive
Samsung Galaxy S24 Ultra,"Camera not very great
Lacks lot of details
Feels edited image",3,Negative
Samsung Galaxy S24 Ultra,"The camera was very nice especially the zooming function
S pen could be better
Performance of mobile is not up to mark if compare to price.
Overall it's not worthy as compare to price .people should go for iphone",2,Positive
Samsung Galaxy S24 Ultra,Awesome phone..just go for it.,5,Positive
Samsung Galaxy S24 Ultra,Product is nice. But don't go with pre booking of Flipkart. They will cheat you,1,Positive
Samsung Galaxy S24 Ultra,Best phone till date. Camera n AI is amazing,5,Positive
Samsung Galaxy S24 Ultra,Awesome Pictures marvelous Performance etc...,5,Positive
Samsung Galaxy S24 Ultra,Best in Class Camera and Processor,5,Positive
Samsung Galaxy S24 Ultra,One of the best android phones this year !!,5,Positive
Samsung Galaxy S24 Ultra,"Product is good, but worst experience with purchase on flipkart with pre-order booking.

Never go with flipkart for first day sales.",1,Negative
Samsung Galaxy S24 Ultra,"Just fabulous machine.. Loved the display, Camera.",5,Positive
Samsung Galaxy S24 Ultra,"All are good except Front design, back design are superb. i personally preface curve design which looks more gorgeous although curve design has some demerits also.",4,Positive
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
